sexo,educacao,estado_civil,idade,vl_fatura,inadimplente
2,2,2,26,19248.0,1
1,3,1,53,0.0,0
2,1,1,30,11068.0,0
2,1,2,31,15248.0,0
1,1,1,40,94777.0,0
1,1,2,46,0.0,0
1,1,2,27,0.0,0
2,2,2,40,8941.0,0
1,3,2,41,19661.0,0
2,2,2,26,7603.0,0
1,2,2,44,6564.0,0
2,3,1,41,780.0,1
2,1,2,31,3865.0,0
1,2,2,30,158503.0,0
1,2,2,24,11229.0,0
1,2,2,31,326.0,0
2,2,1,37,87863.0,0
2,1,1,30,148963.0,1
2,1,2,27,145068.0,0
2,3,2,30,30120.0,0
2,1,2,27,7093.0,0
1,3,1,35,93766.0,1
2,2,2,33,325028.0,1
2,2,1,26,150758.0,0
2,1,2,27,1133.0,0
1,2,2,33,3738.0,0
2,2,2,23,29263.0,0
1,1,2,35,22598.0,0
2,1,2,32,64879.0,0
2,3,1,53,0.0,0
2,2,1,23,9199.0,1
2,1,2,25,20209.0,1
2,2,1,29,11167.0,0
1,2,2,23,8408.0,0
2,1,2,43,34347.0,0
1,2,1,37,4188.0,0
1,2,1,41,9898.0,0
2,1,2,36,195124.0,0
1,2,1,40,133716.0,0
1,3,2,26,19909.0,1
2,3,1,38,23116.0,0
2,1,2,34,32774.0,1
2,1,2,27,129813.0,0
2,3,2,36,15251.0,0
2,1,2,35,155988.0,0
2,1,2,30,617.0,0
2,2,1,43,1398.0,0
1,2,1,53,0.0,1
2,2,2,27,131290.0,0
1,1,2,30,46882.0,0
2,2,1,45,11133.0,0
1,1,2,32,0.0,0
2,2,2,28,80259.0,1
2,2,1,46,29826.0,0
1,2,3,39,27934.0,0
2,1,1,40,62480.0,0
2,1,2,30,107155.0,0
2,2,2,24,2110.0,0
2,2,2,24,28859.0,0
1,2,2,32,78017.0,1
2,2,2,26,103062.0,0
2,2,1,53,47140.0,0
2,1,1,41,150.0,0
2,2,1,44,8105.0,0
2,3,1,46,0.0,1
2,3,2,33,0.0,0
2,1,2,29,0.0,0
2,1,2,30,432.0,1
2,2,1,45,0.0,0
1,1,2,29,11624.0,0
2,1,2,33,0.0,0
2,2,2,31,228349.0,1
2,2,1,53,4898.0,0
2,3,1,41,55195.0,0
2,1,2,29,16706.0,1
2,2,2,25,7354.0,0
2,3,1,54,11657.0,0
1,3,2,24,27185.0,1
2,2,1,43,95768.0,0
2,1,2,29,116062.0,0
2,3,1,39,3228.0,0
2,1,2,31,60981.0,0
2,2,1,34,0.0,0
1,3,2,34,0.0,0
2,2,1,36,1099.0,0
2,2,1,46,40920.0,0
2,3,2,32,814.0,0
2,1,2,25,58085.0,0
2,2,1,30,30240.0,0
2,2,1,42,1518.0,0
2,1,1,38,51948.0,0
2,1,2,31,162.0,0
1,0,2,39,0.0,0
2,2,2,24,27091.0,1
2,2,1,24,27224.0,0
2,1,2,26,86096.0,0
2,2,1,36,40935.0,1
2,2,1,41,77841.0,0
1,1,1,47,0.0,0
2,1,1,41,2184.0,0
2,1,2,27,0.0,1
1,2,2,26,115402.0,0
1,2,2,22,0.0,0
1,1,1,38,4691.0,0
2,2,2,25,78084.0,0
1,1,1,55,666.0,0
2,2,2,24,19929.0,0
2,2,1,52,195961.0,0
2,2,1,29,25442.0,0
2,1,1,54,5440.0,0
2,1,1,32,21854.0,0
1,1,2,26,22755.0,0
2,2,1,32,17340.0,0
1,2,2,26,53056.0,0
1,1,2,27,37127.0,0
2,1,1,45,9429.0,0
2,2,1,34,15081.0,0
2,1,2,25,9657.0,1
1,2,1,28,5429.0,1
1,1,2,26,46684.0,1
1,2,1,31,12621.0,0
1,1,2,29,0.0,0
2,2,2,24,0.0,0
2,2,1,26,0.0,0
2,3,2,28,59650.0,0
2,2,1,45,0.0,0
2,1,2,24,18753.0,1
2,5,2,23,9665.0,0
1,1,1,42,25172.0,0
1,2,2,36,1600.0,1
1,1,2,27,29200.0,0
1,1,2,33,0.0,0
1,3,1,44,33524.0,0
2,2,1,33,0.0,1
2,3,2,39,0.0,1
1,1,1,28,111885.0,0
1,1,2,32,59335.0,0
1,1,1,45,165399.0,0
1,1,2,47,696.0,0
2,2,2,25,51033.0,0
1,2,1,47,389.0,0
2,1,1,44,2557.0,0
1,1,2,30,-177.0,0
2,3,1,54,29039.0,0
2,3,2,26,40428.0,0
1,3,2,33,109504.0,0
2,3,1,36,0.0,0
1,2,1,33,5440.0,0
2,1,2,37,2668.0,0
2,2,2,30,76610.0,1
1,1,2,36,22697.0,0
2,3,1,33,48950.0,0
1,3,1,53,28100.0,0
2,1,2,30,416.0,1
2,3,1,56,58847.0,0
1,2,1,50,212237.0,0
2,2,1,42,0.0,0
2,1,2,35,0.0,0
2,1,1,30,0.0,0
2,3,1,47,7429.0,1
2,2,2,21,28925.0,0
2,2,1,25,34476.0,1
2,2,1,49,0.0,1
2,2,1,28,942.0,0
1,2,1,49,0.0,1
1,3,3,57,20134.0,0
1,1,1,43,0.0,1
2,1,2,25,0.0,0
2,3,1,39,0.0,0
2,1,2,39,0.0,0
2,3,1,71,48530.0,0
2,2,2,29,4347.0,0
1,1,1,31,119034.0,1
1,1,2,33,15656.0,0
1,1,1,36,47473.0,0
2,1,2,36,0.0,0
2,3,1,42,5287.0,1
2,1,1,46,29766.0,0
2,1,2,33,350.0,0
2,2,1,41,11602.0,0
2,2,1,35,-2.0,0
2,2,1,36,0.0,1
1,1,1,45,17508.0,1
2,3,1,39,5000.0,0
2,1,2,29,858.0,0
2,2,2,23,98233.0,0
2,2,1,49,20445.0,0
2,2,2,23,1800.0,1
2,2,2,32,0.0,0
2,1,2,32,67452.0,0
1,2,1,38,390.0,0
1,1,1,55,4957.0,1
2,2,1,27,177141.0,1
2,1,2,30,72575.0,0
2,2,1,26,0.0,1
1,2,2,29,12774.0,0
2,3,1,52,104728.0,0
2,5,1,60,26410.0,0
1,2,1,58,3697.0,1
1,2,1,55,1689.0,0
2,1,1,51,2308.0,1
2,1,1,36,0.0,1
2,1,2,49,150.0,1
2,5,1,33,8535.0,0
1,1,1,44,815.0,0
2,1,2,48,165878.0,0
2,1,1,36,354265.0,0
2,1,2,36,-1092.0,0
2,2,1,36,149697.0,0
2,2,1,27,10323.0,0
2,1,2,33,13694.0,0
2,2,2,45,0.0,0
2,3,1,56,9950.0,0
2,1,1,41,244.0,0
2,2,2,28,0.0,0
1,1,1,30,0.0,0
1,2,2,27,111458.0,0
2,2,1,41,2661.0,0
2,2,1,41,177010.0,0
2,2,1,30,2270.0,1
1,1,1,48,6973.0,1
2,1,2,42,48759.0,0
2,1,1,38,8307.0,0
1,2,2,68,130079.0,1
2,2,2,26,11329.0,0
2,1,2,25,145506.0,1
1,1,2,28,41114.0,0
1,1,1,36,2684.0,0
2,3,1,47,71373.0,0
2,2,1,41,14739.0,0
2,2,2,64,74138.0,1
1,1,2,23,1050.0,1
2,1,1,37,138455.0,1
2,2,2,21,0.0,0
1,2,2,36,99016.0,1
2,2,2,24,34280.0,1
2,2,1,52,102080.0,0
2,2,2,26,104205.0,0
2,3,1,58,71591.0,0
2,1,2,34,20025.0,0
1,1,2,24,7570.0,0
2,1,2,26,416.0,1
1,2,1,31,0.0,0
2,3,1,40,25058.0,1
1,2,1,38,48542.0,1
2,3,1,35,127781.0,1
2,2,1,30,26752.0,0
1,1,1,31,83710.0,0
1,1,1,33,111792.0,0
1,2,1,38,18420.0,0
2,3,2,51,19218.0,0
1,2,1,47,780.0,1
2,2,1,47,39599.0,0
1,3,1,62,0.0,0
2,2,1,36,652.0,1
1,1,1,35,116937.0,1
2,1,1,39,129082.0,0
1,1,2,31,0.0,0
2,2,1,36,117283.0,1
1,1,2,28,6745.0,0
2,3,2,23,13131.0,0
2,3,2,51,8975.0,0
1,1,1,35,22707.0,0
2,2,1,37,0.0,0
1,1,2,26,0.0,0
1,1,2,29,8275.0,0
2,2,2,24,24301.0,1
2,2,1,27,50681.0,1
2,2,1,29,93613.0,1
2,1,1,39,24036.0,1
2,2,1,41,0.0,0
1,1,2,32,0.0,0
2,3,1,47,4209.0,0
1,1,1,29,113.0,1
2,2,1,60,139649.0,1
2,1,1,36,15564.0,0
1,1,2,33,0.0,1
1,1,1,47,76461.0,0
1,1,2,27,14974.0,0
1,2,1,57,0.0,1
2,1,2,27,3874.0,0
2,1,2,30,861.0,1
2,2,1,39,26586.0,0
1,2,2,30,25880.0,0
2,2,2,22,780.0,1
2,3,1,36,50265.0,1
1,1,2,33,5283.0,0
2,2,1,53,187.0,0
2,1,2,53,72514.0,0
1,1,1,56,97581.0,0
1,1,2,35,256613.0,0
2,2,2,23,0.0,0
2,3,1,46,98173.0,0
1,1,2,38,35637.0,0
1,2,2,39,30781.0,0
2,1,2,37,15374.0,0
2,1,2,31,957.0,0
2,3,2,39,14429.0,1
1,3,2,48,28561.0,0
1,3,1,47,0.0,0
1,1,1,41,2232.0,1
2,1,2,34,25413.0,1
2,1,2,24,-1027.0,1
1,2,1,42,13670.0,1
1,3,1,44,57436.0,0
2,1,1,62,38632.0,0
2,2,2,40,139646.0,0
1,1,1,40,0.0,1
1,1,2,28,18333.0,0
1,3,1,49,390.0,0
1,2,2,31,193401.0,1
2,2,2,37,245958.0,0
2,2,3,42,259299.0,0
2,2,1,27,13083.0,1
1,1,1,33,84529.0,0
2,3,2,32,83044.0,0
1,1,2,29,0.0,1
2,2,1,27,19616.0,0
2,2,1,48,1473.0,0
2,1,2,27,0.0,0
2,1,1,48,0.0,0
2,1,1,32,111842.0,1
1,2,2,25,19304.0,0
1,3,2,28,19436.0,1
1,2,2,35,34287.0,1
2,3,1,37,2116.0,0
1,3,2,29,44432.0,0
2,1,1,29,520.0,1
2,2,1,35,34118.0,1
2,1,2,24,14149.0,1
2,2,2,27,15562.0,1
1,1,2,31,111561.0,0
1,1,2,48,27201.0,0
1,1,2,33,-18.0,1
2,2,1,28,0.0,0
1,2,2,25,17308.0,0
1,1,2,31,21020.0,0
2,2,1,44,27421.0,0
1,1,2,30,0.0,1
1,1,1,53,1164.0,0
2,1,1,45,27930.0,0
1,2,2,28,15320.0,0
1,2,2,41,-12.0,0
2,1,2,30,1326.0,0
2,2,2,27,55230.0,0
1,2,1,49,16710.0,0
2,3,2,55,28668.0,0
2,3,1,37,31050.0,0
1,1,1,38,4186.0,1
2,2,1,39,12000.0,0
2,1,2,29,0.0,0
1,1,1,56,6277.0,1
1,3,1,28,111158.0,0
1,1,1,45,4769.0,0
1,1,2,29,4817.0,0
1,2,1,46,166756.0,0
2,1,2,30,111654.0,0
2,2,1,34,49094.0,0
1,2,1,52,15001.0,0
2,1,2,26,68084.0,0
2,2,2,25,16607.0,0
2,1,1,35,96634.0,0
1,2,1,41,413.0,0
1,3,1,43,19894.0,0
2,1,2,38,2360.0,0
2,1,1,40,0.0,0
1,2,2,27,0.0,0
2,1,2,27,780.0,0
2,2,2,23,29930.0,1
2,2,2,32,20168.0,0
2,3,2,28,87207.0,0
2,2,1,34,166627.0,0
2,1,2,29,143531.0,0
2,2,2,28,3927.0,0
1,3,1,47,21120.0,0
1,1,1,60,92788.0,1
2,1,2,29,1287.0,1
1,3,2,25,0.0,0
2,1,2,28,37880.0,0
2,2,2,29,43841.0,0
1,3,1,30,157912.0,0
1,2,1,31,-4000.0,0
2,2,2,30,-4.0,0
1,1,1,42,505.0,0
1,2,1,30,34737.0,1
1,2,2,27,2697.0,1
1,2,1,44,102748.0,0
2,1,1,37,0.0,1
1,1,2,29,199763.0,0
1,2,2,25,18033.0,0
2,1,2,36,82567.0,0
1,1,2,28,1244.0,0
2,1,2,28,138229.0,0
1,1,1,38,3602.0,0
2,1,2,30,768.0,0
1,1,2,29,80576.0,0
1,2,1,36,40051.0,0
2,2,2,27,9261.0,0
2,2,1,43,0.0,1
1,3,1,43,1436.0,0
2,2,1,37,2791.0,0
2,2,2,27,17255.0,0
2,2,2,39,53737.0,1
2,2,2,29,40794.0,0
1,2,1,45,7668.0,0
1,1,2,34,50889.0,0
1,2,2,32,0.0,0
1,1,2,26,48448.0,0
2,1,2,28,189111.0,0
2,3,1,38,18068.0,0
1,2,2,29,5180.0,0
2,1,1,53,-72.0,0
2,2,1,38,45430.0,0
1,2,2,29,301575.0,0
2,2,1,47,143866.0,0
1,2,2,29,95079.0,1
2,1,2,27,238.0,0
2,1,1,55,20232.0,0
2,1,2,23,1800.0,1
1,2,2,26,28043.0,0
1,1,1,30,67254.0,0
2,2,1,39,3426.0,0
1,2,1,50,0.0,0
1,3,1,32,1400.0,0
2,1,2,32,25453.0,1
2,3,2,54,9116.0,0
2,2,1,36,151462.0,0
2,2,1,36,669.0,0
1,1,2,26,0.0,1
2,2,2,31,0.0,0
1,3,1,29,0.0,0
2,1,2,32,86315.0,0
1,3,2,30,72173.0,0
2,2,1,48,29395.0,0
2,1,1,33,33368.0,0
1,1,1,44,775.0,0
2,2,1,28,95825.0,0
2,2,2,22,29022.0,0
1,2,1,51,75455.0,1
2,1,2,40,16969.0,1
1,1,1,55,5375.0,0
2,1,2,26,21169.0,0
2,2,2,32,110419.0,0
1,2,2,27,103497.0,0
2,2,2,27,16008.0,0
2,2,2,23,15621.0,0
2,2,2,24,29059.0,0
2,2,2,24,10118.0,0
2,2,2,49,0.0,0
2,2,2,27,12759.0,0
2,1,2,25,9175.0,0
1,2,2,36,591.0,1
2,1,2,43,21809.0,1
1,1,2,35,15730.0,0
1,1,1,49,34193.0,0
2,1,2,28,19852.0,0
2,2,1,44,12000.0,0
2,1,1,33,100.0,0
1,1,1,52,0.0,0
1,2,2,29,197564.0,1
1,1,2,29,0.0,0
1,1,2,28,136647.0,0
1,1,2,24,8078.0,1
2,1,2,32,14470.0,0
1,2,1,35,56698.0,0
1,2,2,27,17695.0,1
1,1,1,44,2362.0,0
1,2,2,51,25285.0,1
2,2,1,38,0.0,0
2,3,2,40,10930.0,0
2,2,2,30,43756.0,0
1,1,1,49,103065.0,0
1,3,1,51,6878.0,0
2,2,1,35,0.0,0
2,2,2,22,10948.0,1
1,1,2,43,145411.0,0
2,1,2,31,42576.0,0
2,2,2,29,118438.0,0
1,2,2,24,16099.0,1
1,1,1,60,89472.0,1
2,2,1,44,175140.0,0
2,2,1,33,70392.0,1
2,2,2,34,94973.0,0
2,1,2,29,6660.0,0
1,3,2,26,20325.0,0
2,3,2,53,1279.0,0
2,2,3,35,2076.0,0
2,2,2,25,59770.0,0
1,1,1,35,40600.0,0
1,1,1,49,975.0,0
1,3,1,53,20396.0,1
2,2,2,27,10809.0,1
2,2,2,36,0.0,1
2,2,1,31,390.0,0
2,2,2,31,95925.0,0
1,1,2,34,68349.0,1
1,1,1,39,0.0,0
1,1,1,43,248.0,0
2,1,2,30,102547.0,1
1,1,2,33,24557.0,0
2,1,1,46,-2292.0,0
2,1,2,53,0.0,0
2,2,1,34,941.0,0
2,2,1,26,14016.0,0
2,1,1,40,3518.0,1
1,1,1,48,335.0,0
1,1,2,27,540.0,0
2,2,2,32,31515.0,0
2,2,1,28,59654.0,1
1,3,2,32,19880.0,0
2,1,2,27,10466.0,1
2,3,1,59,29371.0,0
1,3,1,27,20446.0,1
2,2,2,27,2755.0,1
2,2,1,37,0.0,0
2,1,2,26,17582.0,0
2,2,1,34,0.0,0
1,2,2,31,-18.0,0
2,2,2,22,0.0,1
1,2,2,33,4080.0,0
1,1,1,52,96160.0,1
1,1,2,45,1749.0,0
2,2,1,29,75356.0,0
2,1,2,41,150.0,0
2,3,2,26,8578.0,0
1,1,2,34,325.0,1
2,2,1,27,30931.0,1
1,2,1,32,130721.0,0
2,2,1,42,6511.0,0
2,2,1,30,78710.0,0
1,2,2,29,56775.0,0
2,2,2,22,19925.0,0
2,1,2,36,21134.0,0
1,2,2,29,25988.0,1
2,1,2,28,52054.0,0
2,1,2,31,7611.0,0
1,3,0,40,0.0,0
2,2,2,33,64675.0,0
2,2,1,47,1264.0,0
1,1,2,30,6633.0,1
2,2,2,34,1000.0,0
1,1,2,37,4749.0,0
1,1,2,26,1752.0,1
2,3,1,24,11673.0,0
1,2,2,26,23005.0,0
1,1,2,24,2581.0,0
1,3,1,33,22452.0,1
1,2,2,23,29739.0,0
1,2,1,29,44804.0,0
2,2,2,33,17825.0,1
2,3,2,27,41432.0,1
2,2,2,24,47207.0,0
1,1,2,38,645.0,0
2,1,2,38,926.0,1
2,3,1,35,15075.0,0
2,2,2,33,19936.0,0
1,2,2,48,46292.0,0
2,1,1,43,0.0,0
1,3,1,41,237351.0,0
1,2,2,45,77184.0,1
1,1,2,33,10721.0,1
2,1,1,33,0.0,0
1,2,1,47,43253.0,0
2,2,1,39,111575.0,1
1,2,2,25,0.0,0
1,1,1,38,28652.0,0
2,2,2,27,15960.0,0
1,2,2,33,63787.0,1
2,2,2,28,124109.0,0
1,1,2,34,23320.0,0
1,1,2,28,10653.0,0
1,3,1,38,58738.0,0
1,2,1,39,5749.0,0
2,1,2,24,103457.0,1
2,2,2,23,9279.0,0
2,2,2,25,92206.0,1
1,2,2,21,0.0,1
1,2,2,35,28263.0,0
1,1,1,37,139389.0,0
2,3,1,53,0.0,0
2,1,1,38,11220.0,0
2,1,2,39,0.0,0
1,2,1,36,1526.0,0
1,2,2,26,29005.0,0
2,2,1,35,2324.0,0
2,2,3,54,166.0,0
2,1,2,33,0.0,0
2,2,2,30,15429.0,0
2,2,2,24,67267.0,0
2,1,1,27,0.0,0
2,2,2,32,106082.0,0
2,2,2,48,49923.0,0
2,1,1,45,4812.0,1
2,5,1,46,0.0,0
2,1,1,47,1476.0,0
2,2,2,22,7045.0,0
2,3,2,22,39920.0,1
2,2,1,23,28449.0,0
2,1,2,23,3592.0,0
1,1,1,46,23163.0,0
2,2,1,23,30445.0,0
2,2,1,25,107130.0,0
2,1,2,28,58351.0,0
2,1,2,32,402.0,0
2,4,1,36,0.0,0
2,2,2,28,4662.0,0
1,3,2,47,66310.0,0
2,3,1,54,19302.0,0
1,2,1,45,-105.0,0
2,1,2,52,0.0,0
2,2,2,34,12752.0,0
1,2,2,29,88087.0,0
2,1,2,34,107493.0,0
2,2,1,49,0.0,0
1,1,2,27,5599.0,0
2,5,1,27,218209.0,0
1,1,2,34,-5.0,0
2,3,1,34,-1773.0,0
2,2,2,48,64460.0,0
1,2,1,43,15611.0,0
2,2,2,23,31688.0,0
2,1,2,29,164834.0,0
1,2,1,49,0.0,1
1,1,2,29,148632.0,0
2,1,2,32,121246.0,0
1,3,2,29,1594.0,1
1,2,1,40,390.0,0
2,2,1,24,52928.0,0
1,1,1,23,0.0,0
1,2,2,26,148961.0,0
2,2,1,46,3498.0,1
2,4,2,25,-243.0,0
1,3,2,25,29975.0,0
2,3,1,45,7737.0,1
2,2,1,26,0.0,1
2,1,2,39,-131.0,0
2,2,2,31,130890.0,1
1,3,1,34,7487.0,0
1,2,1,38,188567.0,0
2,2,1,40,29862.0,1
1,2,2,34,20022.0,0
2,2,2,35,227.0,0
2,5,1,28,0.0,0
1,3,1,46,9305.0,0
2,2,1,40,93119.0,0
2,2,2,32,2381.0,0
2,2,2,26,126211.0,0
1,3,1,47,9265.0,1
2,5,1,54,97963.0,0
2,3,2,29,0.0,0
1,2,1,36,2949.0,0
1,2,2,32,9633.0,0
2,2,1,42,326.0,1
1,2,2,52,7199.0,0
2,2,2,24,2294.0,0
2,2,2,36,2227.0,0
1,2,2,25,1050.0,1
1,1,2,38,3300.0,0
2,2,1,61,4540.0,0
1,3,2,34,0.0,1
2,1,1,41,390.0,0
2,2,1,48,133946.0,1
1,2,1,41,17143.0,1
2,2,3,38,660.0,0
1,2,2,27,36020.0,0
1,3,2,22,35744.0,1
1,1,2,37,0.0,0
2,1,2,37,0.0,1
2,3,2,24,28013.0,1
2,1,2,26,66.0,0
1,2,1,36,51738.0,0
1,2,1,33,27409.0,0
2,2,1,30,4520.0,0
2,1,2,24,1096.0,0
2,2,1,49,25836.0,0
2,5,2,23,42761.0,1
2,2,2,23,18337.0,0
1,3,1,61,0.0,1
1,2,2,28,678.0,0
2,2,1,36,646.0,0
1,2,2,27,930.0,0
1,1,1,35,23711.0,0
2,2,1,26,0.0,0
2,2,1,29,18003.0,0
2,1,1,40,14482.0,0
2,2,2,28,362.0,0
2,1,2,28,78470.0,1
1,1,2,31,61325.0,1
2,3,1,52,1414.0,0
2,3,1,52,119366.0,0
2,1,1,43,6368.0,0
1,3,1,32,55079.0,0
2,2,1,60,396.0,0
1,2,2,26,48191.0,0
2,2,1,36,4724.0,0
2,1,2,46,3164.0,0
1,1,2,23,12065.0,0
1,2,2,24,18839.0,1
2,2,2,27,8938.0,1
2,3,2,30,9869.0,1
1,3,1,43,0.0,0
1,1,2,28,35173.0,0
1,1,2,38,26947.0,0
1,2,2,22,19200.0,1
1,3,1,50,530.0,1
2,3,2,30,0.0,0
2,2,1,32,22592.0,1
2,2,3,43,43127.0,0
1,1,1,63,0.0,0
2,2,2,29,110557.0,0
1,1,1,39,48444.0,0
1,2,2,31,56130.0,0
1,2,2,28,96100.0,0
2,2,1,32,4302.0,1
2,1,2,25,5724.0,0
2,2,2,48,38884.0,0
1,2,2,48,10076.0,1
2,2,1,56,1633.0,0
2,2,1,22,12135.0,0
2,1,2,26,32505.0,0
2,2,1,33,0.0,0
1,1,1,38,0.0,0
2,2,2,23,17149.0,1
1,3,1,31,3069.0,0
2,1,1,41,94360.0,0
2,1,1,41,0.0,0
2,2,2,25,19388.0,1
1,1,2,25,19376.0,0
1,3,1,40,223434.0,1
1,2,2,29,186507.0,1
2,2,2,27,1266.0,1
2,1,2,36,7537.0,0
1,2,2,26,0.0,0
1,3,1,42,24047.0,0
2,6,3,38,143864.0,0
1,1,1,47,9476.0,0
2,1,1,34,883.0,0
2,2,1,42,697.0,0
2,2,1,41,29168.0,0
1,1,1,45,28408.0,0
1,2,2,56,18859.0,0
2,1,2,24,2557.0,0
2,2,2,23,60469.0,0
2,2,2,50,17573.0,0
2,1,2,27,90032.0,0
1,1,2,33,0.0,0
1,2,2,30,47569.0,0
1,2,2,24,7669.0,0
1,3,1,50,52624.0,0
2,2,2,38,20537.0,0
2,2,1,40,0.0,0
2,3,3,27,0.0,0
1,1,1,43,49561.0,0
2,1,2,36,112857.0,0
2,2,2,27,7080.0,0
2,2,2,22,9803.0,0
1,1,1,47,0.0,0
2,3,2,27,13629.0,0
2,1,2,25,42251.0,0
1,1,2,33,291.0,0
2,2,2,25,10691.0,0
2,2,2,31,88575.0,0
1,3,2,34,326.0,1
2,3,2,52,26185.0,0
1,2,2,26,17129.0,0
1,2,2,37,11776.0,0
2,2,2,48,0.0,0
2,1,1,38,377.0,0
2,2,1,41,12428.0,1
2,3,1,45,0.0,0
2,2,2,24,14834.0,1
2,1,2,30,33266.0,0
1,1,2,27,291.0,0
2,2,2,40,132889.0,0
2,2,1,37,58430.0,0
1,2,1,31,4702.0,0
2,3,1,44,21205.0,1
2,2,2,35,2855.0,0
1,1,2,29,7810.0,0
1,2,2,28,50316.0,0
2,2,1,34,24901.0,0
2,2,2,37,390.0,0
1,2,2,24,18437.0,1
2,3,1,41,61193.0,1
1,2,1,30,8666.0,0
2,3,2,27,0.0,0
1,3,1,53,1288.0,1
1,1,2,30,124942.0,1
1,1,2,26,6666.0,0
1,1,2,29,161525.0,0
1,1,2,29,19023.0,0
2,2,2,56,18660.0,0
2,2,1,46,30688.0,1
1,2,1,29,124256.0,0
1,2,1,45,13323.0,0
1,1,1,33,2624.0,0
2,1,2,30,7500.0,0
2,2,1,36,27785.0,0
1,2,2,29,111864.0,0
2,3,1,50,164838.0,0
2,2,2,40,19494.0,1
2,1,2,26,118541.0,1
1,2,1,58,16871.0,0
2,3,2,30,4759.0,0
2,2,2,26,18125.0,0
1,2,1,39,22684.0,1
1,2,2,44,0.0,0
2,2,1,36,0.0,0
2,1,1,33,4054.0,0
1,1,1,39,0.0,1
1,2,2,30,140008.0,0
2,1,2,33,0.0,0
1,2,1,30,11376.0,0
2,1,1,57,29117.0,1
1,2,2,39,36082.0,0
1,3,1,51,34869.0,0
2,2,2,30,360.0,0
1,1,2,26,0.0,0
2,1,2,42,476.0,0
2,1,2,31,5666.0,0
1,1,2,34,22916.0,0
1,1,2,34,9052.0,0
2,2,1,32,3509.0,0
1,1,2,30,103175.0,0
1,3,2,24,16055.0,0
2,2,1,42,19580.0,1
2,1,2,25,0.0,0
1,2,1,39,95105.0,0
2,2,1,28,77279.0,0
1,2,1,36,13985.0,1
1,1,1,38,10169.0,1
1,2,1,37,9772.0,0
2,2,2,29,59185.0,0
1,1,2,29,36312.0,1
1,2,1,42,217340.0,1
1,2,1,40,0.0,0
2,2,1,29,13272.0,0
2,3,2,47,151974.0,0
1,3,2,38,50389.0,0
1,2,2,26,0.0,0
1,1,1,42,147124.0,0
1,2,2,24,9140.0,0
2,1,2,43,89.0,0
1,2,1,31,0.0,0
1,3,2,27,19838.0,0
1,3,1,29,-969.0,0
1,2,2,43,0.0,0
2,2,2,25,71088.0,1
2,2,1,45,21790.0,0
2,2,2,30,56163.0,1
1,1,3,27,24122.0,0
1,2,2,25,27117.0,0
1,2,2,29,28682.0,0
2,2,2,35,0.0,0
2,2,2,23,756.0,0
2,2,2,24,30430.0,0
2,2,2,23,16579.0,0
1,3,2,25,30290.0,0
2,2,2,23,1911.0,0
1,2,2,50,66951.0,0
1,1,2,31,1666.0,0
1,1,1,45,870.0,0
2,2,2,25,7300.0,0
2,1,2,39,246525.0,0
1,1,2,27,9763.0,1
2,2,2,29,76088.0,0
2,2,2,26,7200.0,1
2,1,2,26,249990.0,0
1,2,2,55,101290.0,0
1,1,1,47,73537.0,0
1,1,1,46,95531.0,1
2,3,1,31,168476.0,0
1,1,1,36,6352.0,1
1,2,2,34,80203.0,1
1,1,2,29,168294.0,0
1,3,2,25,29161.0,0
2,2,1,43,19025.0,1
2,1,2,39,320.0,0
1,1,1,60,0.0,0
1,2,1,34,35498.0,0
2,2,2,21,20028.0,0
2,2,1,31,16923.0,0
2,1,2,23,316.0,0
2,1,1,33,29766.0,0
1,1,2,47,0.0,0
1,1,1,32,-5.0,1
2,2,2,32,10048.0,0
2,1,1,32,0.0,0
2,2,2,27,38066.0,0
2,5,2,29,65069.0,0
2,2,1,41,19318.0,0
1,2,2,23,6844.0,1
2,2,2,26,47895.0,0
1,1,2,34,0.0,0
2,1,1,37,1914.0,0
1,3,1,48,14968.0,1
2,1,2,30,86564.0,0
2,3,1,46,25087.0,1
1,1,1,32,22435.0,1
2,3,1,50,25251.0,1
2,2,1,44,15096.0,1
2,1,2,24,20812.0,0
1,1,1,45,8333.0,1
1,2,1,28,0.0,0
1,2,2,24,24863.0,0
2,2,1,51,142651.0,1
2,2,2,29,178120.0,0
2,2,2,26,27545.0,0
2,2,2,29,854.0,0
2,1,1,45,0.0,0
2,3,1,41,-12.0,0
2,1,1,29,0.0,0
2,2,1,34,14570.0,0
2,1,1,36,208373.0,0
1,2,1,31,83713.0,1
2,1,2,57,25108.0,0
2,1,1,25,17236.0,0
1,2,1,28,11351.0,0
1,2,1,53,150.0,0
2,3,2,46,48438.0,0
2,2,2,32,123737.0,1
1,2,1,42,0.0,0
1,1,2,30,20246.0,0
1,1,1,46,30153.0,0
2,2,1,30,0.0,0
1,1,2,27,34978.0,0
1,2,1,42,208432.0,0
1,3,1,43,37192.0,0
2,3,2,34,19552.0,0
1,1,1,32,50722.0,0
2,1,2,26,35511.0,1
2,1,2,24,476.0,0
2,3,1,42,0.0,0
2,2,1,30,92348.0,0
2,1,2,31,46387.0,0
2,1,2,25,0.0,0
2,2,1,45,8028.0,0
1,2,1,35,0.0,0
1,2,2,22,0.0,0
1,2,1,40,29988.0,0
2,2,1,29,78877.0,0
1,1,2,34,9289.0,0
2,1,1,38,0.0,0
1,3,1,47,0.0,0
1,2,2,34,-336.0,0
